pid,hid,syear_x,similar_problems,take_revenge,insult_back,syear_y,recog_sup,felt_recog_sup,recog_effort,felt_recog_effort,recog_personal,felt_recog_personal,recog_pay,felt_recog_pay,syear_x,year_birth,gender,overtime,wage_lastmonth,commute_distance,new_job,reason_new_job,work_satisfaction,turnover_intention,syear_y,working_hours,firmsize,school_degree,tenure,years_educ,avg_rec,age,potential_experience,age_squared,mincer_residuals
5301302,530131,2005,4.0,6.0,4.0,2006,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,2006,1967,0,2.0,472.0,9.0,0.0,,1.0,1,2006,19.0,5.0,[4] Abitur,5.0,14.0,4.666666666666667,40,484,16.0,-781.9261958903903
5302202,530220,2005,3.0,6.0,2.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1960,1,,2000.0,10.0,0.0,,1.0,1,2006,37.0,7.0,[2] Realschulabschluss,14.0,12.0,3.6666666666666665,47,841,22.09,-218.93054821453507
5302302,530239,2005,6.0,7.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1966,0,8.0,1800.0,8.0,0.0,,1.0,1,2006,37.0,9.0,[2] Realschulabschluss,16.0,13.0,6.333333333333333,41,529,16.81,278.3324306651971
5302803,530280,2005,2.0,7.0,6.0,2006,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,2006,1966,1,,1193.0,33.0,0.0,,1.0,1,2006,40.0,9.0,[2] Realschulabschluss,10.0,12.0,5.0,41,529,16.81,-938.4745386300697
5303202,530328,2005,7.0,7.0,4.0,2006,1.0,,1.0,,0.0,1.0,1.0,,2006,1969,1,,1900.0,35.0,0.0,,1.0,1,2006,28.0,10.0,[2] Realschulabschluss,3.0,11.0,6.0,38,400,14.44,115.42531700211748
5303602,530360,2005,4.0,6.0,3.0,2006,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,2006,1970,0,,1809.0,30.0,0.0,,2.0,1,2006,38.0,7.0,[2] Realschulabschluss,9.0,11.0,4.333333333333333,37,361,13.69,947.6138374623146
5303802,117307,2005,7.0,7.0,5.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1968,0,,1083.0,10.0,0.0,,2.0,1,2006,39.0,5.0,[2] Realschulabschluss,10.0,11.0,6.333333333333333,39,441,15.21,242.6818388033356
5304702,530476,2005,7.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1961,1,,980.0,1.0,0.0,,1.0,1,2006,40.0,6.0,[2] Realschulabschluss,3.0,11.0,6.666666666666667,46,784,21.16,-757.0925447181539
5305002,567051,2005,4.0,6.0,4.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1966,1,40.0,4150.0,1.0,0.0,,1.0,1,2006,40.0,6.0,[4] Abitur,11.0,18.0,4.666666666666667,41,529,16.81,1088.765978075572
5305004,530506,2005,7.0,7.0,6.0,2006,0.0,2.0,0.0,2.0,1.0,,0.0,2.0,2006,1967,1,15.0,1900.0,1.0,0.0,,1.0,1,2006,40.0,6.0,[3] Fachhochschulreife,7.0,13.0,6.666666666666667,40,484,16.0,-193.36578017007787
5306004,530603,2005,5.0,6.0,5.0,2006,1.0,,0.0,2.0,0.0,2.0,0.0,2.0,2006,1972,1,99.0,590.0,,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,40.0,,[2] Realschulabschluss,0.0,12.0,5.333333333333333,35,289,12.25,
5306302,541044,2005,3.0,6.0,4.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,1.0,,2006,1970,0,,459.0,2.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,20.0,9.0,[2] Realschulabschluss,0.0,11.0,4.333333333333333,37,361,13.69,-271.9468645332671
5306403,530646,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1971,1,,1300.0,,1.0,[6] Selbstaendig geworden,1.0,1,2006,,0.0,[2] Realschulabschluss,1.0,12.0,7.0,36,324,12.96,-160.38526466756025
5306404,530646,2005,7.0,7.0,7.0,2006,1.0,,1.0,,0.0,2.0,0.0,2.0,2006,1971,0,,850.0,2.0,0.0,,2.0,1,2006,30.0,6.0,[2] Realschulabschluss,12.0,11.0,7.0,36,324,12.96,-21.097930406692285
5306602,530662,2005,7.0,7.0,2.0,2006,,,,,,,,,2006,1957,1,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,5.333333333333333,50,1024,25.0,
5306702,530670,2005,2.0,7.0,3.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1970,1,,3350.0,,0.0,,1.0,1,2006,,5.0,[2] Realschulabschluss,7.0,11.0,4.0,37,361,13.69,1694.8163423782219
5307802,550701,2005,7.0,7.0,7.0,2006,0.0,2.0,0.0,2.0,1.0,,0.0,3.0,2006,1963,1,,1683.0,15.0,0.0,,2.0,1,2006,37.0,10.0,[2] Realschulabschluss,13.0,11.0,7.0,44,676,19.36,-430.73252718354206
5307803,530786,2005,6.0,7.0,7.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,1.0,,2006,1967,0,20.0,1300.0,7.0,0.0,,2.0,1,2006,40.0,7.0,[2] Realschulabschluss,8.0,11.0,6.666666666666667,40,484,16.0,407.9313288240437
5308102,530816,2005,6.0,6.0,6.0,2006,,,,,,,,,2006,1955,0,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,6.0,52,1156,27.04,
5308502,564028,2005,7.0,7.0,7.0,2006,1.0,,1.0,,0.0,,0.0,,2006,1971,0,,610.0,30.0,0.0,,1.0,1,2006,40.0,,[4] Abitur,2.0,15.0,7.0,36,324,12.96,
5308503,530859,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1967,0,25.0,1850.0,25.0,1.0,[5] Stellenwechsel im Betrieb,1.0,1,2006,40.0,9.0,[4] Abitur,9.0,14.0,7.0,40,484,16.0,338.0124155019771
5400202,540021,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,0.0,3.0,2006,1966,1,15.0,1040.0,29.0,1.0,[5] Stellenwechsel im Betrieb,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,14.0,11.0,7.0,41,529,16.81,-1055.2622957597086
5400302,540030,2005,6.0,7.0,6.0,2006,0.0,1.0,1.0,,1.0,,0.0,2.0,2006,1969,0,2.0,520.0,2.0,1.0,[2] Wieder erwerbstaetig,2.0,1,2006,30.0,7.0,[2] Realschulabschluss,0.0,11.0,6.333333333333333,38,400,14.44,-148.2004521542484
5400902,540099,2005,7.0,7.0,7.0,2006,0.0,2.0,0.0,2.0,1.0,,1.0,,2006,1968,0,,750.0,8.0,0.0,,1.0,1,2006,28.0,5.0,[2] Realschulabschluss,11.0,11.0,7.0,39,441,15.21,-113.90634231559477
5401002,118710,2005,4.0,4.0,4.0,2006,0.0,2.0,1.0,,1.0,,0.0,1.0,2006,1975,1,6.0,800.0,6.0,0.0,,2.0,1,2006,40.0,1.0,[1] Hauptschulabschluss,1.0,10.0,4.0,32,196,10.24,-267.6488284444931
5402002,540200,2005,7.0,7.0,7.0,2006,0.0,3.0,0.0,3.0,1.0,,1.0,,2006,1969,1,15.0,1556.0,2.0,0.0,,1.0,1,2006,37.0,10.0,[2] Realschulabschluss,3.0,11.0,7.0,38,400,14.44,-228.57468299788252
5402202,540226,2005,6.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1969,0,,730.0,18.0,0.0,,1.0,1,2006,30.0,7.0,[2] Realschulabschluss,2.0,11.0,6.333333333333333,38,400,14.44,14.623185607890832
5402902,540293,2005,6.0,7.0,6.0,2006,0.0,2.0,1.0,,1.0,,0.0,2.0,2006,1971,0,8.0,1300.0,5.0,0.0,,1.0,1,2006,30.0,9.0,[2] Realschulabschluss,3.0,12.0,6.333333333333333,36,324,12.96,346.92206818568775
5402903,540293,2005,6.0,7.0,4.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1970,1,7.0,1130.0,6.0,0.0,,1.0,1,2006,38.0,6.0,[2] Realschulabschluss,2.0,12.0,5.666666666666667,37,361,13.69,-619.6620514391641
5403002,540307,2005,6.0,6.0,6.0,2006,0.0,2.0,0.0,2.0,1.0,,0.0,,2006,1965,0,8.0,1249.0,23.0,1.0,[2] Wieder erwerbstaetig,2.0,1,2006,20.0,7.0,[4] Abitur,0.0,18.0,6.0,42,576,17.64,-685.90016687672
5403702,540374,2005,7.0,7.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1968,1,,1650.0,15.0,0.0,,1.0,1,2006,40.0,9.0,[2] Realschulabschluss,14.0,13.0,6.666666666666667,39,441,15.21,-714.1920059503273
5403803,540382,2005,5.0,5.0,5.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,2006,1968,1,99.0,1600.0,230.0,0.0,,2.0,1,2006,40.0,5.0,[2] Realschulabschluss,4.0,11.0,5.0,39,441,15.21,-21.61726387099111
5403902,540390,2005,6.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,4.0,2006,1963,1,10.0,900.0,4.0,0.0,,2.0,1,2006,30.0,6.0,[2] Realschulabschluss,5.0,12.0,6.333333333333333,44,676,19.36,-1032.810547479248
5404202,540420,2005,6.0,7.0,7.0,2006,,,,,,,,,2006,1972,0,,,,,,,1,2006,,,[1] Hauptschulabschluss,,11.0,6.666666666666667,35,289,12.25,
5404302,540439,2005,4.0,6.0,4.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2006,1970,1,,2290.0,40.0,0.0,,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,11.0,12.0,4.666666666666667,37,361,13.69,164.33565435855098
5404602,125075,2005,3.0,6.0,5.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1958,1,20.0,1620.0,11.0,0.0,,1.0,1,2006,40.0,,[4] Abitur,6.0,18.0,4.666666666666667,49,961,24.01,
5405402,540544,2005,5.0,6.0,5.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2006,1973,1,8.0,1100.0,3.0,0.0,,2.0,1,2006,38.0,1.0,[2] Realschulabschluss,1.0,12.0,5.333333333333333,34,256,11.56,-358.00814248731535
5405504,540552,2005,7.0,7.0,7.0,2006,0.0,1.0,1.0,,0.0,2.0,0.0,4.0,2006,1969,1,,1200.0,15.0,0.0,,2.0,1,2006,,9.0,[1] Hauptschulabschluss,10.0,10.0,7.0,38,400,14.44,-537.2726514183576
5405602,540560,2005,4.0,7.0,4.0,2006,,,,,,,,,2006,1933,1,,,,,,,1,2006,,,[1] Hauptschulabschluss,,12.0,5.0,74,3136,54.76,
5405603,540560,2005,5.0,6.0,4.0,2006,,,,,,,,,2006,1943,0,,,,,,,1,2006,,,[1] Hauptschulabschluss,,10.0,5.0,64,2116,40.96,
5406802,540684,2005,5.0,6.0,4.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1976,0,50.0,420.0,8.0,0.0,,1.0,1,2006,20.0,10.0,[4] Abitur,3.0,13.0,5.0,31,169,9.61,-629.6038374342704
5407002,540706,2005,7.0,7.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1971,0,,1498.0,40.0,0.0,,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,14.0,11.0,6.666666666666667,36,324,12.96,416.01704322353544
5407202,124540,2005,7.0,7.0,5.0,2006,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,2006,1966,0,13.0,1240.0,17.0,0.0,,2.0,1,2006,28.0,9.0,[2] Realschulabschluss,5.0,11.0,6.333333333333333,41,529,16.81,320.7866897315522
5407203,124540,2005,6.0,4.0,4.0,2006,,,,,,,,,2006,1987,0,,,,,,,1,2006,,,[3] Fachhochschulreife,,12.0,4.666666666666667,20,4,4.0,
5407205,540722,2005,7.0,7.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1954,1,,2806.0,70.0,0.0,,1.0,1,2006,39.0,5.0,[1] Hauptschulabschluss,13.0,11.0,6.666666666666667,53,1225,28.09,825.683312818024
5407802,540781,2005,7.0,7.0,7.0,2006,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,2006,1972,0,,1200.0,30.0,0.0,,1.0,1,2006,35.0,5.0,[2] Realschulabschluss,12.0,12.0,7.0,35,289,12.25,219.4804014699016
5408402,566705,2005,6.0,6.0,6.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,2006,1965,1,45.0,1200.0,590.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,40.0,7.0,[4] Abitur,0.0,18.0,6.0,42,576,17.64,-1657.7283562646294
5409002,540900,2005,4.0,7.0,4.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1963,1,,800.0,2.0,0.0,,2.0,1,2006,,0.0,[2] Realschulabschluss,9.0,12.0,5.0,44,676,19.36,-981.6002757571025
5409004,540900,2005,7.0,7.0,7.0,2006,1.0,,0.0,,1.0,,1.0,,2006,1975,0,,1000.0,2.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,40.0,2.0,[2] Realschulabschluss,0.0,15.0,7.0,32,196,10.24,-19.620290865932475
5410202,541028,2005,7.0,6.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1970,0,,1788.0,20.0,0.0,,1.0,1,2006,32.0,10.0,[2] Realschulabschluss,15.0,11.0,6.333333333333333,37,361,13.69,662.3032526497987
5411302,541133,2005,2.0,4.0,2.0,2006,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,2006,1968,0,25.0,1900.0,3.0,0.0,,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,17.0,13.0,2.6666666666666665,39,441,15.21,346.9444740478132
5411403,541141,2005,4.0,5.0,4.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1976,0,,200.0,2.0,0.0,,1.0,1,2006,15.0,1.0,[2] Realschulabschluss,3.0,11.0,4.333333333333333,31,169,9.61,-138.27507637934934
5411404,541141,2005,5.0,6.0,5.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1971,1,8.0,1800.0,12.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,35.0,10.0,[1] Hauptschulabschluss,2.0,11.0,5.333333333333333,36,324,12.96,78.24702726279133
5500202,550027,2005,5.0,7.0,5.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1970,0,10.0,825.0,18.0,0.0,,1.0,1,2006,18.0,10.0,[4] Abitur,3.0,14.0,5.666666666666667,37,361,13.69,-532.1149740602173
5500205,550027,2005,5.0,7.0,5.0,2006,0.0,2.0,0.0,2.0,1.0,,1.0,,2006,1982,1,20.0,,42.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,35.0,10.0,[2] Realschulabschluss,0.0,11.0,5.666666666666667,25,49,6.25,
5500303,550035,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1968,1,6.0,1380.0,11.0,0.0,,1.0,1,2006,40.0,6.0,[2] Realschulabschluss,7.0,11.0,7.0,39,441,15.21,-353.30897326076
5500702,550078,2005,7.0,7.0,7.0,2006,1.0,,0.0,2.0,,,0.0,3.0,2006,1965,1,60.0,2300.0,,0.0,,2.0,1,2006,40.0,9.0,[2] Realschulabschluss,12.0,12.0,7.0,42,576,17.64,106.31193851661146
5500902,550094,2005,7.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1972,1,90.0,2008.0,15.0,0.0,,1.0,1,2006,39.0,9.0,[2] Realschulabschluss,12.0,11.0,6.666666666666667,35,289,12.25,112.43568132914106
5501302,550132,2005,4.0,7.0,5.0,2006,,,,,,,,,2006,1970,0,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,5.333333333333333,37,361,13.69,
5501903,550191,2005,6.0,7.0,6.0,2006,1.0,,1.0,,0.0,2.0,0.0,2.0,2006,1968,1,10.0,3245.0,30.0,0.0,,1.0,1,2006,38.0,10.0,[2] Realschulabschluss,7.0,13.0,6.333333333333333,39,441,15.21,1004.9980958492079
5502003,550205,2005,5.0,7.0,7.0,2006,1.0,,0.0,2.0,0.0,2.0,0.0,2.0,2006,1961,1,,300.0,,0.0,,1.0,1,2006,,0.0,[1] Hauptschulabschluss,16.0,10.0,6.333333333333333,46,784,21.16,-1326.683769687322
5502402,550248,2005,6.0,7.0,6.0,2006,0.0,2.0,1.0,,1.0,,1.0,,2006,1974,0,,1700.0,20.0,0.0,,1.0,1,2006,35.0,10.0,[4] Abitur,9.0,15.0,6.333333333333333,33,225,10.89,116.47238227358503
5502502,550256,2005,6.0,7.0,6.0,2006,,,1.0,,1.0,,1.0,,2006,1975,0,,350.0,3.0,1.0,[6] Selbstaendig geworden,1.0,1,2006,,1.0,[4] Abitur,0.0,13.0,6.333333333333333,32,196,10.24,-285.7088580748342
5502802,550280,2005,6.0,7.0,4.0,2006,,,,,,,,,2006,1976,0,,,,,,,1,2006,,,[1] Hauptschulabschluss,,9.0,5.666666666666667,31,169,9.61,
5504302,550434,2005,7.0,7.0,7.0,2006,0.0,3.0,0.0,3.0,0.0,2.0,1.0,,2006,1971,0,2.0,1382.0,27.0,0.0,,1.0,1,2006,30.0,10.0,[2] Realschulabschluss,5.0,12.0,7.0,36,324,12.96,340.818539914849
5504602,550469,2005,6.0,4.0,5.0,2006,1.0,,0.0,1.0,0.0,1.0,0.0,3.0,2006,1964,1,20.0,2400.0,19.0,0.0,,1.0,1,2006,38.0,9.0,[4] Abitur,9.0,18.0,5.0,43,625,18.49,-765.8957892485469
5504702,563420,2005,6.0,7.0,4.0,2006,,,,,,,,,2006,1971,1,,,,,,1.0,1,2006,,,[2] Realschulabschluss,,11.0,5.666666666666667,36,324,12.96,
5505302,550531,2005,6.0,7.0,4.0,2006,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,2006,1951,0,12.0,2438.0,30.0,0.0,,2.0,1,2006,42.0,6.0,[4] Abitur,15.0,18.0,5.666666666666667,56,1444,31.36,86.54145938222109
5505702,550574,2005,5.0,6.0,6.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1970,0,,999.0,15.0,0.0,,1.0,1,2006,40.0,5.0,[2] Realschulabschluss,4.0,13.0,5.666666666666667,37,361,13.69,-5.575191635198053
5506202,550620,2005,6.0,7.0,6.0,2006,0.0,1.0,1.0,,1.0,,1.0,,2006,1968,0,,40.0,4.0,1.0,[6] Selbstaendig geworden,1.0,1,2006,,6.0,[2] Realschulabschluss,0.0,11.0,6.333333333333333,39,441,15.21,-605.3635160403379
5506203,550620,2005,6.0,7.0,6.0,2006,,,,,,,,,2006,1988,1,,,,,,1.0,1,2006,,,[7] Noch kein Abschluss,,,6.333333333333333,19,1,3.61,
5506602,550663,2005,2.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,3.0,2006,1969,0,67.0,1077.0,8.0,0.0,,1.0,1,2006,19.0,6.0,[2] Realschulabschluss,5.0,12.0,5.0,38,400,14.44,160.29367490501693
5506702,550671,2005,6.0,7.0,6.0,2006,1.0,,1.0,,0.0,2.0,0.0,2.0,2006,1969,1,,750.0,400.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,37.0,6.0,[2] Realschulabschluss,0.0,11.0,6.333333333333333,38,400,14.44,-800.1014755091799
5507002,550701,2005,5.0,7.0,4.0,2006,1.0,,0.0,1.0,1.0,,1.0,,2006,1962,0,,,30.0,0.0,,1.0,1,2006,37.0,10.0,[1] Hauptschulabschluss,5.0,10.0,5.333333333333333,45,729,20.25,
5507102,550710,2005,6.0,6.0,5.0,2006,0.0,3.0,,,1.0,,0.0,3.0,2006,1970,0,3.0,523.0,1.0,0.0,,1.0,1,2006,25.0,5.0,[2] Realschulabschluss,5.0,13.0,5.666666666666667,37,361,13.69,-505.16337275412866
5507402,550744,2005,7.0,7.0,3.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1975,0,,100.0,3.0,1.0,[3] Stelle bei neuen Arbeitgeber,,1,2006,,,[2] Realschulabschluss,0.0,11.0,5.666666666666667,32,196,10.24,
5507502,550752,2005,5.0,6.0,5.0,2006,0.0,2.0,1.0,,1.0,,1.0,,2006,1971,1,,1424.0,37.0,0.0,,1.0,1,2006,40.0,5.0,[2] Realschulabschluss,7.0,10.0,5.333333333333333,36,324,12.96,-39.56591478791165
5600202,560022,2005,5.0,6.0,4.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1973,1,9.0,1400.0,80.0,0.0,,1.0,1,2006,42.0,6.0,[4] Abitur,3.0,15.0,5.0,34,256,11.56,-824.2967350272465
5600402,560049,2005,6.0,7.0,6.0,2006,1.0,,0.0,2.0,0.0,2.0,0.0,2.0,2006,1966,1,,1500.0,10.0,0.0,,1.0,1,2006,38.0,10.0,[2] Realschulabschluss,14.0,11.0,6.333333333333333,41,529,16.81,-595.2622957597086
5600502,560057,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1972,1,,1290.0,410.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,0.0,12.0,7.0,35,289,12.25,-534.9254446557318
5600805,560081,2005,5.0,7.0,3.0,2006,,,,,,,,,2006,1954,0,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,5.0,53,1225,28.09,
5600902,560090,2005,6.0,7.0,6.0,2006,,,,,,,,,2006,1959,0,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,6.333333333333333,48,900,23.04,
5600903,568830,2005,6.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1978,0,,324.0,,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,21.0,1.0,[2] Realschulabschluss,0.0,11.0,6.333333333333333,29,121,8.41,109.9706528693624
5601302,568775,2005,7.0,7.0,6.0,2006,0.0,2.0,0.0,2.0,1.0,,0.0,3.0,2006,1968,0,40.0,2900.0,100.0,0.0,,1.0,1,2006,40.0,9.0,[4] Abitur,1.0,18.0,6.666666666666667,39,441,15.21,907.8218710883764
5601303,560138,2005,6.0,7.0,6.0,2006,0.0,1.0,1.0,,1.0,,0.0,3.0,2006,1967,0,99.0,2700.0,15.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,38.0,9.0,[4] Abitur,0.0,18.0,6.333333333333333,40,484,16.0,714.3375120561097
5601602,566721,2005,5.0,6.0,3.0,2006,1.0,,0.0,3.0,0.0,2.0,0.0,2.0,2006,1971,0,30.0,3000.0,45.0,0.0,,1.0,1,2006,38.0,10.0,[4] Abitur,4.0,18.0,4.666666666666667,36,324,12.96,953.4539207594175
5602002,560200,2005,7.0,5.0,5.0,2006,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2006,1980,0,15.0,1400.0,15.0,1.0,[5] Stellenwechsel im Betrieb,2.0,1,2006,40.0,7.0,[2] Realschulabschluss,9.0,11.0,5.666666666666667,27,81,7.29,785.6659715645211
5603002,560308,2005,5.0,7.0,2.0,2006,1.0,,0.0,3.0,0.0,3.0,0.0,3.0,2006,1969,1,,1600.0,14.0,0.0,,2.0,1,2006,42.0,7.0,[1] Hauptschulabschluss,4.0,10.0,4.666666666666667,38,400,14.44,86.1107673611807
5603303,560332,2005,6.0,6.0,6.0,2006,0.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,2006,1971,1,35.0,820.0,1.0,1.0,[2] Wieder erwerbstaetig,2.0,1,2006,40.0,6.0,[4] Abitur,0.0,18.0,6.0,36,324,12.96,-1891.3128800208588
5603502,560359,2005,5.0,7.0,1.0,2006,,,,,,,,,2006,1935,1,,,,,,,1,2006,,,[1] Hauptschulabschluss,,9.0,4.333333333333333,72,2916,51.84,
5603503,560359,2005,3.0,4.0,3.0,2006,,,,,,,,,2006,1937,0,,,,,,,1,2006,,,[1] Hauptschulabschluss,,9.0,3.3333333333333335,70,2704,49.0,
5604002,560405,2005,5.0,7.0,4.0,2006,,,,,,,,,2006,1968,1,,,,,,,1,2006,,,[2] Realschulabschluss,,11.0,5.333333333333333,39,441,15.21,
5604102,560413,2005,5.0,6.0,5.0,2006,1.0,,1.0,,0.0,2.0,0.0,2.0,2006,1960,0,20.0,1994.0,6.0,0.0,,1.0,1,2006,40.0,6.0,[3] Fachhochschulreife,20.0,15.0,5.333333333333333,47,841,22.09,82.81932035558862
5604103,560413,2005,6.0,6.0,6.0,2006,,,,,,,,,2006,1987,1,,,,,,,1,2006,,,[7] Noch kein Abschluss,,,6.0,20,4,4.0,
5604302,560430,2005,7.0,7.0,3.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1967,0,,520.0,3.0,0.0,,2.0,1,2006,30.0,,[2] Realschulabschluss,2.0,12.0,5.666666666666667,40,484,16.0,
5604402,560448,2005,5.0,7.0,6.0,2006,1.0,,1.0,,1.0,,0.0,2.0,2006,1970,1,7.0,1700.0,1.0,0.0,,1.0,1,2006,38.0,9.0,[3] Fachhochschulreife,14.0,13.0,6.0,37,361,13.69,-626.9938563443229
5604502,568945,2005,6.0,7.0,5.0,2006,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,2006,1951,1,40.0,2450.0,35.0,0.0,,2.0,1,2006,41.0,10.0,[3] Fachhochschulreife,36.0,14.0,6.0,56,1444,31.36,-797.3786641188972
5604702,560472,2005,7.0,7.0,4.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1973,0,6.0,,4.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,40.0,10.0,[2] Realschulabschluss,0.0,11.0,6.0,34,256,11.56,
5605302,560537,2005,6.0,6.0,6.0,2006,1.0,,1.0,,0.0,1.0,1.0,,2006,1964,1,12.0,1400.0,,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,40.0,2.0,[2] Realschulabschluss,1.0,12.0,6.0,43,625,18.49,-261.7473777918967
5605602,560561,2005,5.0,6.0,5.0,2006,,,,,,,,,2006,1970,1,,,,,,,1,2006,,,[4] Abitur,,15.0,5.333333333333333,37,361,13.69,
5606302,560634,2005,7.0,7.0,6.0,2006,0.0,3.0,0.0,3.0,1.0,,0.0,3.0,2006,1970,1,,950.0,10.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,40.0,1.0,[2] Realschulabschluss,0.0,12.0,6.666666666666667,37,361,13.69,-547.849859036414
5606702,566799,2005,6.0,7.0,5.0,2006,,,,,,,,,2006,1972,0,,,,,,,1,2006,,,[2] Realschulabschluss,,12.0,6.0,35,289,12.25,
5606705,117528,2005,7.0,7.0,7.0,2006,0.0,3.0,1.0,,1.0,,,,2006,1978,0,,,15.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,,,[1] Hauptschulabschluss,0.0,9.0,7.0,29,121,8.41,
5607002,560707,2005,7.0,7.0,7.0,2006,,,,,,,,,2006,1917,1,,,,,,,1,2006,,,[2] Realschulabschluss,,12.0,7.0,90,5184,81.0,
5607202,560723,2005,6.0,7.0,4.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1971,0,15.0,1312.0,14.0,1.0,[5] Stellenwechsel im Betrieb,1.0,1,2006,30.0,9.0,[4] Abitur,12.0,15.0,5.666666666666667,36,324,12.96,-367.8479620218668
5607302,560731,2005,7.0,7.0,7.0,2006,1.0,,1.0,,1.0,,1.0,,2006,1973,1,,2070.0,340.0,0.0,,1.0,1,2006,38.0,6.0,[4] Abitur,2.0,18.0,7.0,34,256,11.56,-645.1849540454969
5607602,560766,2005,7.0,7.0,5.0,2006,0.0,2.0,0.0,1.0,1.0,,1.0,,2006,1972,0,,1000.0,,0.0,,1.0,1,2006,,1.0,[2] Realschulabschluss,13.0,12.0,6.333333333333333,35,289,12.25,159.60088448288252
5608203,123595,2005,4.0,2.0,3.0,2006,,,,,,,,,2006,1985,0,,,,0.0,,1.0,1,2006,,5.0,[1] Hauptschulabschluss,4.0,9.0,3.0,22,16,4.84,
