pid,hid,avg_rec
446701,44679,1.1111111111111112
446702,44679,1.3333333333333333
447301,44733,2.6666666666666665
447302,97462,3.0
447501,44750,2.2222222222222223
447502,44750,3.2222222222222223
447503,44750,3.0
447504,44750,3.3333333333333335
447601,44768,3.111111111111111
447602,44768,5.0
447603,97063,3.3333333333333335
448201,44822,3.3333333333333335
448202,44822,2.375
448203,44822,4.0
448204,111775,3.5555555555555554
448801,60801,2.3333333333333335
448802,44881,1.0
448803,44881,1.0
448804,44881,1.0
449202,44920,1.4444444444444444
449203,109711,4.666666666666667
449204,44920,2.3333333333333335
449701,44970,2.7777777777777777
449702,44970,2.7777777777777777
449703,79340,1.0
449902,82813,1.0
450301,45039,1.0
450803,45080,1.8888888888888888
451601,45160,3.0
451804,107956,1.7777777777777777
452103,85910,2.6666666666666665
452802,45284,2.0
452901,45292,2.0
452902,45292,2.2222222222222223
453101,45314,1.0
453402,45349,2.6666666666666665
453404,45349,4.0
453405,45349,3.6666666666666665
453501,45357,2.6666666666666665
453503,45357,2.7777777777777777
453506,107743,4.0
454201,85316,1.0
454202,45420,2.4444444444444446
454203,122971,2.0
454204,45420,2.3333333333333335
454401,45446,2.3333333333333335
454402,86185,2.7777777777777777
454601,45462,2.7777777777777777
454602,45462,1.5555555555555556
454603,45462,3.5555555555555554
454703,45470,4.777777777777778
454704,45470,1.7777777777777777
454901,45497,1.0
454902,45497,1.0
455301,45535,2.888888888888889
455303,45535,2.888888888888889
455304,45535,5.0
455402,45543,1.6666666666666667
455403,119059,2.4444444444444446
455405,119059,1.6666666666666667
455601,45560,1.7777777777777777
455602,45560,2.4444444444444446
455603,45560,3.0
455903,63347,1.7777777777777777
455904,63347,3.7777777777777777
455905,121479,3.4444444444444446
455906,63347,4.888888888888889
456001,45608,2.3333333333333335
456002,45608,1.6666666666666667
456003,96598,2.3333333333333335
456201,45624,5.0
456202,45624,5.333333333333333
456204,45624,3.3333333333333335
456302,45632,3.3333333333333335
456304,45632,4.666666666666667
457001,45705,3.4444444444444446
457002,45705,1.6666666666666667
457003,99015,4.0
457401,45748,4.666666666666667
458201,45829,1.8888888888888888
458202,45829,2.6666666666666665
458203,87432,2.5555555555555554
458401,45845,1.3333333333333333
459401,45942,3.4444444444444446
459402,45942,3.2222222222222223
459403,84158,3.111111111111111
459404,114839,2.0
459601,45969,3.3333333333333335
459602,45969,3.3333333333333335
459604,45969,
460601,46060,3.4444444444444446
460602,46060,4.0
460603,46060,2.888888888888889
460605,46060,2.7777777777777777
460606,46060,4.333333333333333
462101,46213,4.0
462102,46213,6.0
462103,46213,6.0
462104,46213,6.0
462603,102393,3.4444444444444446
462701,46272,1.0
462702,46272,1.3333333333333333
462704,109916,2.0
463101,46310,1.0
463102,46310,1.0
463301,46337,1.6666666666666667
463302,46337,1.6666666666666667
463303,93718,3.5
463603,78530,1.0
463904,93300,3.5555555555555554
464002,46400,3.5555555555555554
464803,93513,3.3333333333333335
465002,46507,4.666666666666667
465005,46507,4.666666666666667
465301,46531,1.0
465302,46531,4.0
465303,73032,7.0
465304,46531,
465503,63231,1.2222222222222223
465702,120537,4.333333333333333
465703,120537,5.333333333333333
465704,46574,5.0
465801,46582,7.0
465802,46582,5.333333333333333
465803,46582,4.0
465804,46582,5.333333333333333
467001,46701,4.0
467004,46701,4.0
467005,46701,5.0
467006,46701,4.0
467504,87343,2.888888888888889
467603,90069,6.555555555555555
468302,46833,4.0
468303,81205,4.444444444444445
468304,102300,5.333333333333333
468503,78026,5.555555555555555
469601,46965,2.3333333333333335
469602,46965,2.3333333333333335
469603,73040,1.6666666666666667
469605,111317,2.888888888888889
471701,47171,2.6666666666666665
471702,47171,3.0
471703,116076,1.3333333333333333
471704,90697,2.6666666666666665
472001,47201,1.0
472002,47201,5.0
472003,118486,5.555555555555555
472905,47295,2.4444444444444446
472906,47295,2.6666666666666665
472907,113611,1.5555555555555556
472908,47295,2.4444444444444446
473104,47317,2.2222222222222223
473105,47317,2.0
473202,47325,3.0
473205,47325,2.6666666666666665
473301,47333,2.2222222222222223
473302,47333,2.5555555555555554
473303,47333,3.3333333333333335
473601,47368,4.555555555555555
473702,47376,1.5555555555555556
473703,113670,4.333333333333333
473705,99376,2.111111111111111
473901,47392,3.6666666666666665
473902,47392,3.0
473903,47392,2.0
473904,47392,2.5555555555555554
473905,47392,2.6666666666666665
474003,47406,3.5555555555555554
474102,47414,1.1111111111111112
474103,47414,1.0
475001,47503,3.0
475002,47503,5.0
475004,47503,3.0
475101,47511,1.0
475102,47511,1.0
475301,47538,4.0
475302,47538,4.444444444444445
475403,73059,2.4444444444444446
475501,47554,3.5555555555555554
475502,47554,3.6666666666666665
475504,121975,5.666666666666667
475903,47597,1.3333333333333333
475904,47597,2.888888888888889
476401,47643,3.6666666666666665
476407,47643,1.6666666666666667
476801,47686,2.0
476802,47686,2.0
476803,47686,3.0
476804,47686,1.6666666666666667
476903,68101,3.7777777777777777
476905,96091,4.333333333333333
477401,47740,1.5555555555555556
477402,47740,1.4444444444444444
477403,107190,2.888888888888889
477901,47791,3.0
477902,47791,3.111111111111111
477903,113700,2.6666666666666665
477905,102296,2.6666666666666665
478101,47813,3.4444444444444446
478102,47813,2.0
478103,47813,4.0
478104,47813,3.0
478201,47821,2.6666666666666665
478202,47821,2.3333333333333335
478203,93114,3.0
478204,102113,2.6666666666666665
479001,47902,4.0
479201,47929,3.2222222222222223
479202,47929,3.3333333333333335
480701,48070,5.0
480702,48070,4.111111111111111
480703,48070,6.333333333333333
481101,48119,3.5555555555555554
481102,48119,1.4444444444444444
481601,112356,4.0
481602,112356,1.0
481603,48160,3.6666666666666665
481801,48186,1.6666666666666667
481802,48186,1.7777777777777777
481901,48194,3.6666666666666665
481902,48194,3.6666666666666665
482001,48208,2.6666666666666665
482103,87084,2.6666666666666665
482104,114219,3.6666666666666665
482401,48240,5.222222222222222
482402,48240,3.7777777777777777
482403,48240,2.0
482404,48240,2.3333333333333335
482501,48259,2.7777777777777777
482502,48259,1.7777777777777777
482503,87262,
482801,48283,4.666666666666667
482802,48283,5.0
482803,109479,6.0
482804,109487,2.2222222222222223
482805,48283,4.0
483501,48356,3.6666666666666665
483502,48356,4.333333333333333
483901,48399,2.3333333333333335
483902,48399,2.3333333333333335
483904,48399,2.3333333333333335
484003,93084,1.3333333333333333
484004,93076,3.4444444444444446
484007,93084,2.6666666666666665
484008,93084,2.0
484201,48429,3.888888888888889
484202,48429,3.0
484401,48445,7.0
484402,48445,7.0
484403,48445,6.0
484404,48445,3.0
484601,48461,5.333333333333333
484602,48461,1.5555555555555556
484603,48461,2.5555555555555554
484701,48470,3.0
484703,108901,4.0
484705,108901,
485601,48569,3.4444444444444446
485602,48569,4.333333333333333
486701,48674,5.444444444444445
486702,124230,3.0
486704,48674,4.333333333333333
487004,87670,6.333333333333333
487401,48747,2.0
487701,48771,3.0
487702,48771,4.666666666666667
487703,112143,4.333333333333333
487704,48771,3.0
488202,96296,2.0
488503,96318,4.333333333333333
489001,48909,5.0
489002,48909,3.111111111111111
489003,48909,1.6666666666666667
489302,48933,1.0
489305,78565,2.5555555555555554
489401,48941,1.0
489402,87327,2.111111111111111
489403,87327,1.6666666666666667
489904,99082,4.888888888888889
489905,90522,2.3333333333333335
489906,93327,3.0
490701,49077,2.0
491303,96571,1.6666666666666667
491304,90670,3.111111111111111
491501,49158,2.111111111111111
492201,49220,1.0
492301,49239,2.3333333333333335
492302,49239,1.0
492305,125741,1.3333333333333333
492602,49263,5.0
492603,111430,4.555555555555555
492604,107328,4.0
492605,49263,3.6666666666666665
492801,49280,4.333333333333333
492802,49280,1.0
492803,122092,4.0
492804,84077,4.666666666666667
493301,49336,4.666666666666667
493302,49336,3.6666666666666665
493303,102407,1.3333333333333333
493305,49336,2.3333333333333335
493401,122564,4.555555555555555
493402,49344,3.3333333333333335
493404,49344,2.6666666666666665
493405,49344,1.6666666666666667
493501,49352,3.6666666666666665
493502,49352,5.0
493503,114367,7.0
494003,81426,4.444444444444445
494101,49417,5.0
494102,49417,2.6666666666666665
494103,107158,3.3333333333333335
494403,73253,4.333333333333333
494407,73253,4.333333333333333
494602,49468,3.7777777777777777
495102,49514,2.888888888888889
495701,49573,4.0
495702,49573,4.333333333333333
495801,49581,2.0
495802,49581,1.6666666666666667
495803,49581,5.666666666666667
495804,49581,6.0
496201,49620,5.333333333333333
496202,49620,2.7777777777777777
496204,90549,1.4444444444444444
496401,78590,2.7777777777777777
496402,49646,5.0
496404,78590,5.0
496501,49654,2.0
496502,49654,1.6666666666666667
496701,49670,3.6666666666666665
496702,122998,1.0
496703,102032,2.3333333333333335
496801,49689,3.888888888888889
496802,49689,3.0
496803,49689,4.0
497501,49751,5.666666666666667
497503,81167,4.555555555555555
497701,49778,4.111111111111111
497702,49778,4.111111111111111
498201,49824,2.3333333333333335
498202,49824,2.5555555555555554
498203,49824,2.0
498204,49824,2.0
498401,49840,3.3333333333333335
498402,49840,4.0
498403,99287,3.6666666666666665
498405,99287,4.0
498701,49875,4.0
498702,49875,2.888888888888889
498704,49875,3.111111111111111
498705,49875,4.0
498706,49875,2.4444444444444446
499301,115584,2.6666666666666665
499302,49930,2.111111111111111
499303,49930,5.888888888888889
499304,49930,3.6666666666666665
499504,102318,2.0
499703,111848,3.3333333333333335
499704,108189,2.6666666666666665
499801,49980,2.3333333333333335
499802,49980,2.6666666666666665
499803,107239,3.111111111111111
499804,120570,3.0
500504,84409,3.5555555555555554
500701,50075,1.3333333333333333
500702,50075,2.0
500704,50075,3.6666666666666665
500705,50075,1.0
500706,50075,1.3333333333333333
501003,96377,3.888888888888889
501004,96385,3.2222222222222223
502201,50229,3.0
502202,50229,2.0
502203,102431,1.6666666666666667
502204,126128,4.666666666666667
502205,50229,4.0
502304,73474,2.7777777777777777
502501,50253,2.6666666666666665
502502,50253,1.0
502504,50253,1.0
502903,87173,3.0
503003,63282,1.6666666666666667
503203,81108,1.6666666666666667
503302,50334,1.0
503304,50334,1.0
503305,118770,3.0
503306,118770,3.0
503307,109169,2.0
503308,87459,4.0
503309,109150,2.3333333333333335
505203,113921,2.0
505701,50571,1.0
505802,50580,2.7777777777777777
505805,102490,1.6666666666666667
505901,50598,1.6666666666666667
505902,50598,1.1111111111111112
505903,87351,6.333333333333333
506002,50601,4.0
506003,122750,4.666666666666667
506004,109045,2.7777777777777777
506204,73261,2.6666666666666665
506301,50636,6.333333333333333
506302,50636,1.3333333333333333
506303,114880,2.3333333333333335
506304,118478,4.0
506305,50636,7.0
506401,50644,1.0
506402,50644,2.3333333333333335
506403,102512,2.6666666666666665
506406,109541,5.666666666666667
506408,109541,1.8888888888888888
506601,50660,1.4444444444444444
506901,50695,1.3333333333333333
506902,50695,2.0
506903,123749,2.4285714285714284
506904,50695,1.625
507703,50776,2.6666666666666665
507704,50776,2.0
507705,50776,2.6666666666666665
508701,112194,3.5555555555555554
508702,112194,2.3333333333333335
510802,51080,2.0
510804,51080,3.0
510805,51080,4.0
510901,51098,3.3333333333333335
510902,51098,3.3333333333333335
511201,51128,6.111111111111111
511202,51128,4.888888888888889
511301,51136,3.3333333333333335
511302,51136,2.5555555555555554
511303,102156,1.3333333333333333
511304,108677,4.333333333333333
511305,102164,2.3333333333333335
511306,118540,3.3333333333333335
511307,51136,2.3333333333333335
511308,51136,1.4444444444444444
511309,51136,3.5555555555555554
511801,51187,3.3333333333333335
511803,51187,2.0
512101,51217,2.2222222222222223
512102,51217,1.8888888888888888
512103,107077,5.222222222222222
512104,115355,3.3333333333333335
512105,124265,6.111111111111111
512106,51217,6.0
512108,124265,3.888888888888889
512202,51225,3.0
512203,93106,1.8888888888888888
512302,51233,1.0
512401,51241,3.3333333333333335
512405,51241,3.6666666666666665
512501,51250,3.3333333333333335
512502,51250,3.3333333333333335
512503,120898,4.333333333333333
513101,51314,2.7777777777777777
513102,51314,2.888888888888889
513301,51330,7.0
513302,51330,7.0
513401,51349,1.3333333333333333
513402,51349,2.3333333333333335
513802,51381,3.6666666666666665
513803,51381,4.666666666666667
514101,51411,4.0
514102,51411,3.3333333333333335
514303,84093,4.333333333333333
514304,99236,1.3333333333333333
514801,51489,4.333333333333333
514802,51489,4.666666666666667
514803,112917,4.222222222222222
514804,110140,4.444444444444445
514805,124958,5.111111111111111
515501,51551,2.3333333333333335
515502,51551,3.6666666666666665
516003,107263,3.0
516402,51640,3.7777777777777777
516404,109428,2.4444444444444446
516405,51640,2.888888888888889
516704,109614,4.222222222222222
517101,51713,1.0
517102,51713,2.3333333333333335
517103,120022,1.3333333333333333
517104,51713,3.0
517105,51713,2.6666666666666665
517201,84360,5.0
517202,84360,2.0
517601,51764,2.7777777777777777
517603,51764,4.333333333333333
517801,51780,1.0
518403,93440,1.0
518601,51861,2.7777777777777777
518602,93459,4.888888888888889
519001,51900,1.3333333333333333
519002,51900,2.111111111111111
519003,51900,3.3333333333333335
519202,51926,4.333333333333333
520201,52027,1.5555555555555556
520202,52027,1.3333333333333333
520203,90417,2.0
520401,52043,1.0
520402,52043,1.0
520901,52094,4.666666666666667
520902,52094,4.666666666666667
520903,110850,4.333333333333333
520904,52094,4.0
521202,52124,3.5555555555555554
521203,93777,4.888888888888889
521204,110841,2.6666666666666665
521205,52124,2.0
521206,52124,1.6666666666666667
521701,52175,3.2222222222222223
521902,119130,2.3333333333333335
522001,52205,3.5555555555555554
522002,52205,4.222222222222222
522301,63126,1.8888888888888888
522305,108138,1.7777777777777777
522309,52230,2.6666666666666665
522310,52230,1.5555555555555556
522401,52248,5.555555555555555
522402,52248,4.444444444444445
522403,52248,1.6666666666666667
522404,52248,2.0
522602,52264,7.0
522801,52280,7.0
522802,52280,4.0
522803,52280,3.3333333333333335
522805,121240,5.666666666666667
522901,52299,4.0
522902,109193,3.7777777777777777
522903,109193,4.0
523002,52302,4.666666666666667
523501,52353,4.666666666666667
523502,52353,4.0
523505,99511,2.3333333333333335
523506,113085,3.0
523507,52353,5.0
523601,52361,1.0
524201,52426,3.3333333333333335
524202,52426,3.0
524703,84212,4.666666666666667
524704,52477,4.0
524705,84212,4.333333333333333
524706,52477,3.4444444444444446
525001,52507,4.0
525002,52507,4.0
525004,52507,6.0
525204,96105,1.4444444444444444
525401,52540,4.333333333333333
525402,52540,4.666666666666667
525702,52574,2.7777777777777777
525703,96199,
525704,52574,5.0
525803,73431,1.0
525804,52582,4.333333333333333
526001,52604,1.0
526002,52604,3.4444444444444446
526004,108626,3.0
526202,52620,2.0
526204,52620,5.0
526402,52647,2.3333333333333335
526403,52647,4.0
526702,52671,1.7777777777777777
526703,52671,3.4444444444444446
526801,52680,1.8888888888888888
526802,52680,1.8888888888888888
526803,52680,2.3333333333333335
526804,52680,4.0
526903,102199,3.0
527001,52701,3.5555555555555554
527003,52701,3.5555555555555554
527101,52710,3.6666666666666665
527102,52710,3.0
527103,81345,2.5555555555555554
527201,52728,2.7777777777777777
527202,111635,3.0
527501,52752,3.888888888888889
527502,52752,3.4444444444444446
527601,52760,4.0
527602,52760,1.8888888888888888
527701,52779,5.0
527702,52779,6.0
527705,52779,4.0
528103,52817,2.6666666666666665
528601,52868,5.0
528602,52868,6.0
528605,87190,5.666666666666667
528606,52868,3.6666666666666665
528609,118320,5.333333333333333
529601,52965,3.0
529603,126110,3.3333333333333335
529802,52981,3.3333333333333335
530001,53007,5.0
530002,53007,4.666666666666667
530701,53074,2.7777777777777777
530702,53074,2.4444444444444446
531101,53112,2.6666666666666665
531102,120740,5.666666666666667
531104,120740,2.0
531105,96555,2.6666666666666665
531401,53147,1.7777777777777777
531402,53147,1.6666666666666667
531403,53147,6.444444444444445
531404,53147,3.0
531901,53198,2.3333333333333335
531902,53198,1.3333333333333333
532001,53201,2.2222222222222223
532002,53201,2.7777777777777777
532005,90468,3.3333333333333335
532006,112127,4.0
532007,115096,5.333333333333333
532008,53201,6.0
532009,120774,4.111111111111111
532010,53201,4.444444444444445
532011,53201,4.555555555555555
532013,90468,6.0
532014,90468,1.0
532016,115096,6.0
532017,120774,2.2222222222222223
532101,53210,5.0
532102,90603,1.3333333333333333
532206,84395,3.6666666666666665
533002,53309,2.3333333333333335
533102,53317,1.6666666666666667
533104,102369,4.0
533105,102369,3.3333333333333335
533201,53325,1.7777777777777777
533202,53325,1.0
533203,53325,1.6666666666666667
533401,53341,2.3333333333333335
533402,53341,2.0
533601,53368,2.7777777777777777
533602,53368,1.0
533604,120677,3.2222222222222223
533605,53368,2.2222222222222223
533901,53392,2.7777777777777777
533902,53392,2.7777777777777777
534001,53406,1.6666666666666667
534101,53414,4.666666666666667
534102,53414,4.333333333333333
534402,53449,1.8888888888888888
534901,53490,2.0
534902,53490,2.0
534903,112402,3.0
534904,112410,3.3333333333333335
535101,53511,1.0
535201,53520,1.0
535202,53520,1.0
535204,53520,2.3333333333333335
535602,53562,1.5555555555555556
535603,81175,2.6666666666666665
536001,53600,3.0
536002,68144,5.333333333333333
536003,53600,2.6666666666666665
536004,126292,2.0
536006,53600,3.6666666666666665
536201,53627,1.0
536202,53627,1.0
536501,53651,2.111111111111111
536502,110965,2.7142857142857144
536503,123340,2.0
536602,53660,1.0
536604,93580,1.0
537201,53724,3.888888888888889
537202,53724,1.6666666666666667
537203,117986,3.3333333333333335
537204,123390,2.4444444444444446
537205,53724,2.0
537403,114898,3.888888888888889
537602,90735,5.111111111111111
538601,53864,2.0
538602,53864,5.666666666666667
538603,53864,3.0
538705,68284,1.6666666666666667
538801,53880,4.0
538901,53899,2.7777777777777777
538902,53899,2.2222222222222223
538903,53899,3.111111111111111
540104,107107,2.0
540204,107280,2.0
541501,54151,1.8888888888888888
541502,54151,1.8888888888888888
542603,54267,2.7777777777777777
542604,54267,3.7777777777777777
542704,93025,2.6666666666666665
542803,54283,4.111111111111111
543302,93572,3.2222222222222223
543303,73075,2.6666666666666665
543305,117099,1.3333333333333333
543703,54372,3.3333333333333335
544204,81027,3.0
544602,87041,3.3333333333333335
544604,111945,2.6666666666666665
545701,54577,3.0
545702,54577,2.0
545901,54593,1.0
545903,54593,7.0
546101,54615,1.8888888888888888
546503,93254,2.6666666666666665
546601,110183,3.2222222222222223
548101,125385,3.6666666666666665
548102,54810,4.0
548401,54844,4.0
548402,54844,3.0
548501,54852,3.7777777777777777
548801,68268,2.5555555555555554
548802,54887,3.111111111111111
548803,119067,5.0
548804,54887,3.2222222222222223
548805,119067,3.3333333333333335
550401,55042,4.111111111111111
550402,55042,2.0
550403,55042,4.333333333333333
550404,55042,4.111111111111111
550901,55093,3.0
550902,55093,2.6666666666666665
550904,122475,1.3333333333333333
551501,55158,3.2222222222222223
551502,55158,1.6666666666666667
551505,55158,2.888888888888889
552603,73105,1.0
552904,96326,3.111111111111111
553601,55360,2.3333333333333335
555203,81515,2.6666666666666665
555204,90689,2.888888888888889
555901,55590,4.333333333333333
555903,55590,2.3333333333333335
555904,107425,1.0
555905,102423,2.2222222222222223
555906,126330,3.3333333333333335
556601,55662,2.0
556602,55662,1.0
556604,120561,1.3333333333333333
556701,55670,1.0
556702,55670,1.0
557101,113158,2.3333333333333335
557102,113158,1.0
557103,55719,2.888888888888889
557104,55719,1.6666666666666667
558101,55816,1.7777777777777777
558102,55816,2.3333333333333335
558103,84425,3.3333333333333335
558104,84417,1.5714285714285714
558105,123412,1.7777777777777777
558106,55816,4.0
558301,55832,1.3333333333333333
558302,84220,5.666666666666667
558303,84239,3.0
558304,55832,1.0
558305,55832,2.6666666666666665
558701,55875,2.0
558702,55875,1.0
558705,113093,1.3333333333333333
558706,107182,2.4444444444444446
558707,55875,
558803,78174,2.6666666666666665
558805,93211,4.666666666666667
559201,55921,2.6666666666666665
559202,55921,3.3333333333333335
559203,81507,1.0
559204,90646,5.333333333333333
559206,55921,4.333333333333333
559207,81507,2.0
559209,55921,5.333333333333333
559301,55930,1.0
559302,55930,1.0
559303,55930,2.0
559304,115126,2.6666666666666665
559401,55948,1.0
559402,55948,2.0
559403,107484,2.5555555555555554
559405,55948,4.666666666666667
559406,55948,1.3333333333333333
559601,55964,1.0
559602,55964,1.0
559806,120820,3.3333333333333335
560102,56014,
560103,110272,2.3333333333333335
560105,56014,3.0
560503,99104,1.3333333333333333
560505,116211,4.333333333333333
560901,56090,3.2222222222222223
560902,56090,3.888888888888889
560904,118940,3.6666666666666665
560905,56090,5.0
560906,56090,3.2222222222222223
562001,112208,2.6666666666666665
562002,112208,1.0
562006,112208,3.3333333333333335
562502,56251,3.6666666666666665
562505,96032,2.6666666666666665
562506,56251,4.333333333333333
562507,56251,3.5555555555555554
562603,78190,3.7777777777777777
564204,84247,4.666666666666667
564208,84247,4.333333333333333
564901,56499,3.0
564902,56499,3.6666666666666665
564904,110043,3.5555555555555554
564905,111767,4.333333333333333
565101,56510,2.7777777777777777
565102,56510,2.888888888888889
565103,111627,5.333333333333333
565104,107514,4.0
565105,84581,1.6666666666666667
565106,111376,3.2222222222222223
565107,115916,3.6666666666666665
565108,111627,4.0
565109,111627,3.3333333333333335
565110,107514,4.444444444444445
565403,78573,3.6666666666666665
565506,114910,1.0
565507,114928,4.0
565508,114910,1.0
565601,56561,7.0
565602,56561,5.111111111111111
565603,56561,7.0
565604,117137,4.777777777777778
565606,56561,5.111111111111111
565905,90026,2.0
566201,56626,1.0
566202,56626,1.0
566301,56634,2.3333333333333335
566302,56634,3.2222222222222223
566303,126187,1.8888888888888888
566304,123072,5.0
566503,87408,3.111111111111111
568101,56812,4.666666666666667
568102,56812,5.666666666666667
568103,102172,5.333333333333333
568104,124338,4.333333333333333
568501,56855,3.111111111111111
568502,56855,2.3333333333333335
568505,102091,3.6666666666666665
568506,56855,4.555555555555555
568507,99163,3.3333333333333335
568510,56855,6.333333333333333
568901,56898,6.0
568902,56898,2.0
568903,56898,3.6666666666666665
568904,56898,3.0
569401,56944,4.666666666666667
569402,56944,1.3333333333333333
569403,93289,3.0
569404,108782,2.3333333333333335
569405,112682,2.5555555555555554
569406,102326,6.111111111111111
569407,56944,4.444444444444445
569408,56944,4.111111111111111
569501,118559,1.4444444444444444
569504,93386,3.2222222222222223
569505,56952,1.1111111111111112
569506,56952,2.111111111111111
569903,96237,5.888888888888889
569905,96237,1.6666666666666667
569906,96237,5.0
570801,57088,1.6666666666666667
570802,57088,1.3333333333333333
570803,57088,1.0
570805,57088,1.0
570903,81078,3.3333333333333335
571003,87211,2.111111111111111
571101,57118,1.0
571102,57118,1.0
571103,90328,6.333333333333333
571401,57142,1.0
571402,57142,1.0
571403,99120,2.0
571405,57142,3.6666666666666665
571406,57142,3.3333333333333335
571501,57150,4.777777777777778
571502,57150,4.333333333333333
571503,84042,6.777777777777778
571505,107840,3.6666666666666665
571601,57169,1.3333333333333333
571602,57169,1.3333333333333333
571603,99171,1.0
571604,109975,3.0
571605,57169,1.3333333333333333
571801,57185,1.5555555555555556
571803,57185,3.6666666666666665
571804,111783,4.333333333333333
571805,110230,4.333333333333333
571806,99031,5.555555555555555
571901,57193,4.333333333333333
571902,57193,4.333333333333333
571904,115568,5.777777777777778
571905,57193,2.6666666666666665
572001,57207,1.3333333333333333
572002,57207,2.0
572005,109940,2.6666666666666665
572301,57231,1.6666666666666667
572302,57231,1.0
572303,57231,1.0
572305,57231,1.0
572306,57231,1.0
572307,57231,6.333333333333333
572402,57240,4.111111111111111
572404,108120,6.0
572501,57258,7.0
572502,57258,7.0
572504,107972,3.3333333333333335
572505,96059,7.0
572506,57258,3.0
572507,57258,
572508,57258,5.333333333333333
572801,57282,3.3333333333333335
572802,57282,3.5
572803,93246,3.3333333333333335
572806,96288,2.111111111111111
572807,93246,3.0
572808,93246,3.0
573001,57304,3.0
573002,57304,4.0
573003,73296,5.222222222222222
573004,87068,4.0
573005,57304,4.0
573006,57304,4.0
573103,114766,2.6666666666666665
573105,114766,3.0
573201,57320,5.0
573202,57320,1.2222222222222223
573204,57320,4.0
573205,57320,1.0
574702,81302,4.0
574703,57479,3.0
574704,57479,6.333333333333333
574706,57479,4.0
574709,57479,3.6666666666666665
574901,57495,1.0
574902,57495,1.0
575201,57525,4.0
575202,57525,3.0
575402,57541,4.666666666666667
575501,57550,4.333333333333333
575502,57550,5.222222222222222
576106,93408,4.333333333333333
576301,57630,2.2222222222222223
576302,57630,1.4444444444444444
576303,93394,2.4444444444444446
576403,81299,1.6666666666666667
576404,81299,6.666666666666667
576405,99252,3.3333333333333335
576407,123234,1.3333333333333333
576603,102385,4.0
576604,102385,2.3333333333333335
576605,112739,4.555555555555555
576610,102385,6.333333333333333
576614,112739,1.2222222222222223
576804,73385,2.7777777777777777
577003,84549,3.0
577101,57711,3.3333333333333335
577102,57711,4.0
577103,63045,4.0
577105,57711,4.0
577301,57738,1.0
577302,57738,1.0
578502,57851,3.5555555555555554
578504,57851,1.7777777777777777
578701,57878,1.0
578702,57878,1.0
578703,118893,2.888888888888889
578706,57878,2.0
578903,84352,5.333333333333333
578905,84352,2.3333333333333335
578906,84352,3.3333333333333335
579003,57908,4.444444444444445
579006,57908,2.7777777777777777
579101,57916,2.6666666666666665
579102,57916,2.0
579103,57916,1.3333333333333333
579104,57916,1.6666666666666667
579301,57932,1.3333333333333333
579302,107352,2.6666666666666665
579601,57967,2.5555555555555554
579602,57967,1.0
579603,68403,1.6666666666666667
581006,90166,2.7777777777777777
581012,90166,2.5555555555555554
581101,58114,2.2222222222222223
581102,58114,2.5555555555555554
581103,58114,3.6666666666666665
581601,58165,3.3333333333333335
581602,58165,2.6666666666666665
581606,58165,2.0
581701,58173,4.666666666666667
581702,58173,7.0
581703,102334,4.0
581704,112631,4.666666666666667
581901,58190,3.0
581902,58190,4.333333333333333
581903,58190,3.6666666666666665
581904,107379,5.666666666666667
581905,58190,5.666666666666667
582102,107441,4.333333333333333
582104,107441,1.0
582301,58238,3.0
582302,58238,4.0
582303,87521,6.0
582304,87475,2.6666666666666665
582305,93653,5.0
582306,102261,4.666666666666667
582308,58238,4.666666666666667
582309,114685,7.0
582310,93653,6.0
582311,87521,1.6666666666666667
582501,58254,1.6666666666666667
582502,58254,3.3333333333333335
582503,58254,5.333333333333333
582504,99112,1.0
582505,58254,2.6666666666666665
582508,99112,3.0
582601,58262,2.6666666666666665
582602,58262,4.0
582603,87122,5.333333333333333
582604,84085,3.3333333333333335
582605,113310,1.6666666666666667
583603,58360,4.666666666666667
583604,58360,4.666666666666667
583605,58360,7.0
583606,102520,2.888888888888889
583607,58360,5.666666666666667
583701,58378,6.666666666666667
583702,58378,5.666666666666667
583703,84263,2.4444444444444446
583706,58378,7.0
583803,58386,4.0
583807,58386,3.0
583808,58386,6.333333333333333
583901,58394,4.777777777777778
583902,58394,3.6666666666666665
583903,93122,3.7777777777777777
583905,90271,3.6666666666666665
583906,102075,3.5555555555555554
583908,93122,4.0
584301,58432,4.666666666666667
584302,58432,2.3333333333333335
584303,58432,3.2222222222222223
584401,58440,3.3333333333333335
584402,58440,2.3333333333333335
584403,109347,2.3333333333333335
584404,109355,3.111111111111111
584405,58440,4.0
584406,120154,3.0
584408,109355,2.5555555555555554
584409,109347,2.6666666666666665
584701,58475,4.0
584702,58475,3.0
584703,90662,3.0
584704,117471,1.4444444444444444
584705,99465,2.5555555555555554
584706,109363,5.111111111111111
584801,58483,2.0
584802,58483,2.3333333333333335
584803,109339,3.3333333333333335
584804,110922,5.0
584805,99481,2.7777777777777777
584806,109339,2.6666666666666665
584807,109339,1.1111111111111112
584809,110922,5.0
584901,93491,2.0
584902,93491,1.3333333333333333
584910,102482,1.3333333333333333
585301,58530,2.7777777777777777
585302,58530,
585303,108731,5.111111111111111
585306,108731,3.3333333333333335
585403,90263,7.0
585404,93521,5.666666666666667
585405,93530,3.6666666666666665
585406,58548,2.0
585407,93521,3.6666666666666665
585408,90263,2.0
585409,93521,5.666666666666667
585411,93530,2.3333333333333335
